code,year,dlog_ls_lu,dlog_ws_wu,dlog_ke_lu,dlog_wu_pk,dlog_lsushare,dlog_pk_pc,dlog_ns_nu,k_equip_share_inner
AUT,1996,-0.039263497076668985,0.014311092138449166,0.004117716734764798,-0.02810593424378638,0.019105972160707196,-0.006150345954048397,,0.5
AUT,1997,-0.025239363030839845,0.03521151417197477,-0.017534912795068358,-0.03167116450712015,-0.007622236344133393,0.00037173276891255824,-0.039263497076668985,0.5
AUT,1998,-0.06994577748470743,0.009237573202167615,-0.03533867222389908,0.02232311834813494,0.046122346223659516,-0.026542001521576708,-0.025239363030839845,0.5
AUT,1999,-0.06527583586952024,-0.03603256358693857,-0.06129696112866512,0.03530160366933366,0.07543599081767272,-0.028371049917023328,-0.06994577748470743,0.5
AUT,2000,-0.05845214387995301,0.025460259769149507,0.06865692157158065,-0.01073196593791792,0.024139388310387755,-0.013580387295765384,-0.06527583586952024,0.5
AUT,2001,-0.06383016576828116,0.018046920334863048,-0.034876743087429496,-0.006099994342163129,0.03314111550896981,-0.004008824705689307,-0.05845214387995301,0.5
AUT,2002,-0.02586341409854942,-0.002073572310328009,-0.05651582823808177,0.008254689435572615,0.020015367162527387,0.012972834440607706,-0.06383016576828116,0.5
AUT,2003,-0.0004779206403100478,-0.006398718879881027,0.04123078241603917,0.014865071053792533,0.004902357096567833,-0.017601722373347783,-0.02586341409854942,0.5
AUT,2004,-0.025135091356761174,0.0037327273226706037,-0.030887406187194877,-0.0032645394725339116,0.015195592097290378,-0.005407816281158162,-0.0004779206403100478,0.5
AUT,2005,0.03144249164929658,0.00639204953923006,0.06293249078647101,0.013429875508760958,-0.02692613210976913,0.0020227755057993235,-0.025135091356761174,0.5
AUT,2006,0.03060098778483411,-0.029515334284224093,0.0465675842761355,0.04624113619091119,-0.0007769619081285928,-0.008124667097368032,0.03144249164929658,0.5
AUT,2007,-0.005491579294753857,-0.012731781793359487,0.0852016058068692,0.027208744242711802,0.013009926879546496,-0.001812216359303953,0.03060098778483411,0.5
AUT,2008,0.026288491395772384,-0.05696079410299404,0.03816808809938532,0.06393647793340662,0.021743392622647795,0.02176119900111395,-0.005491579294753857,0.5
AUT,2009,-0.08122647642610659,0.12038801105207192,-0.12180444330011397,-0.06397081211012967,-0.027795541338537344,0.0017450261622231622,0.026288491395772384,0.5
AUT,2010,-0.008898583568693663,0.10831226342967576,-0.032854283755433755,-0.08095183265043815,-0.0719554229171675,-0.0024094298810393155,-0.08122647642610659,0.5
AUT,2011,-0.0012962973052230709,0.06473154572675704,0.083412822733127,-0.04290251237032905,-0.04692913946974975,0.004996576449325829,-0.008898583568693663,0.5
AUT,2012,-0.051535375199966316,0.0773523094016616,-0.02522892216985273,-0.03456813108127044,-0.019318981499213628,0.02523803190678553,-0.0012962973052230709,0.5
AUT,2013,-0.050461364599709624,0.08315690665217683,0.007667632612821329,-0.038242703466773165,-0.024645083493158415,-0.0025995468812469724,-0.051535375199966316,0.5
AUT,2014,-0.4931813680475615,0.08433100464696397,-0.37008695776115186,-0.052798638436392764,0.2929921366367909,0.013058789903734436,-0.050461364599709624,0.5
AUT,2015,-0.038281110346991665,-0.05833129665203597,0.0010237384963920348,0.06340202555165142,0.06408085483493187,-0.007216180897864355,-0.4931813680475615,0.5
AUT,2016,-0.04709894531583614,0.3371277080965257,0.05806254545770173,-0.22019474803605732,-0.198458859708462,-0.015193737698372622,-0.038281110346991665,0.5
AUT,2017,-0.035712028654499295,-0.0017242778146189797,0.06122167528473721,0.02190471299774721,0.026623337448280715,-0.0028303424336737493,-0.04709894531583614,0.5
AUT,2018,-0.0030240860953275606,-0.003927395248983834,-0.009803765233185935,0.020530473397169402,0.004911836006995962,-0.0030803932696406022,-0.035712028654499295,0.5
AUT,2019,-0.04372704458597676,-0.0017333158928259929,-0.021506813751658527,0.013975978512776877,0.03187312258247932,0.0135157907416108,-0.0030240860953275606,0.5
AUT,2020,-0.033704654722212735,-0.003165662271832098,0.0027183735474816118,0.08360773709602576,0.02552991880232769,0.08555923461165449,-0.04372704458597676,0.5
AUT,2021,-0.025059827903017196,-0.0008270189823143814,0.039865778060064194,-0.01265219888239244,0.01775072368863495,-0.054374152375218365,-0.033704654722212735,0.5
BEL,2009,-0.05078449168580773,-0.007271392386847764,-0.26416251731304996,0.03177605241389525,0.03011527206079212,-0.05744019150527002,,0.5
BEL,2010,-0.018528738529425326,0.004590917682401663,-0.023575780756881493,-0.006566913608990532,0.0071046455840300116,-0.010877198580772962,-0.05078449168580773,0.5
BEL,2011,-0.020377827365027523,-0.014929508274756365,0.04581987234907192,0.01046943304308634,0.017780212614311064,0.008541452346831235,-0.018528738529425326,0.5
BEL,2012,-0.04290187547042473,0.04091721624881828,-0.07051913042315494,-0.008187822141637824,0.000990191637513238,-8.39813632520503e-05,-0.020377827365027523,0.5
BEL,2013,-0.035778228608447316,-0.013370465313618352,-0.039881875729088634,0.023390810592015754,0.024207305043587812,-0.005711766592478185,-0.04290187547042473,0.5
BEL,2014,-0.03265042045658545,-0.007574658776260623,0.04424723358648386,0.007573030643947654,0.019363090736618904,-0.011120878630272557,-0.035778228608447316,0.5
BEL,2015,-0.026018242666247693,-0.017946848645963742,0.03755160311653771,-0.004986152267522748,0.020701833119212698,-0.0012840423803925916,-0.03265042045658545,0.5
BEL,2016,-0.026087509054548264,-0.019082302699841847,0.10767566711013377,0.00852078760207764,0.02076828916793294,-0.015585374187546464,-0.026018242666247693,0.5
BEL,2017,-0.027715771907711628,0.015075600175974091,-0.047752980830508385,-0.008966732668714172,0.005721071994226112,0.003555284040106521,-0.026087509054548264,0.5
BEL,2018,-0.027229591998134295,-0.00554256407170256,-0.0112984243820895,0.0036200010702600594,0.01464889364330857,-0.0024510730517413037,-0.027715771907711628,0.5
BEL,2019,-0.03390202361136596,-0.0038556454051691946,0.024633280901513288,0.010918551534509824,0.016548911640126618,-0.015412052515214825,-0.027229591998134295,0.5
BEL,2020,-0.08537285754563892,0.013964998259297146,-0.0678426984879339,0.053524574207314934,0.030341863549753767,0.08963810333226974,-0.03390202361136596,0.5
BEL,2021,-0.018855891150880447,-0.004462819158136178,-0.0034042214601051057,-0.05754935172908482,0.00963930009246361,-0.051135612597766666,-0.08537285754563892,0.5
CZE,2009,-0.09439524603092009,0.08666720247005633,-0.24502574245708364,-0.11672085830019974,0.005507924236174189,0.04919528064677259,,0.5
CZE,2010,-0.08859739071359707,0.004982280299859143,-0.027883205989189364,0.028881661594244434,0.05880259743990068,-0.05288419816785339,-0.09439524603092009,0.5
CZE,2011,-0.08706856890599979,0.06104616447372646,-0.04170824298357756,-0.008738528300907156,0.0179999623254965,-0.020217105693657977,-0.08859739071359707,0.5
CZE,2012,-0.07157125326323288,-0.010247266978233527,-0.07956027005635047,-0.015886130481139737,0.05564273366964745,0.061742279043476955,-0.08706856890599979,0.5
CZE,2013,-0.0816507218621112,-0.005078399987780591,-0.03315253437284782,-0.004730522198515885,0.05736852183934937,-0.0007552293478632066,-0.07157125326323288,0.5
CZE,2014,-0.03742584815562555,-0.0024525137586676182,0.04157530949079624,-0.008400458649379772,0.025808055990023338,0.008759627879046938,-0.0816507218621112,0.5
CZE,2015,-0.028411021516463464,0.03156292925249171,0.10115086954388319,0.009567468629374076,-0.0020265806553199095,-0.02643517471708634,-0.03742584815562555,0.5
CZE,2016,-0.03357523265475426,0.03672999082377526,-0.07967862341907805,0.0087776023404178,-0.0020306960260139117,-0.03733885360972966,-0.028411021516463464,0.5
CZE,2017,-0.03312078525349671,0.03627841344420846,-0.041016535537087284,0.06113603120974709,-0.0020348281448643313,-0.06243490986305922,-0.03357523265475426,0.5
CZE,2018,-0.01664064275166033,0.019801160645655347,0.04014632746552094,0.07960096208659984,-0.002038977114318108,-0.04352091865503649,-0.03312078525349671,0.5
CZE,2019,0.019039682814595782,-0.008783498519888522,0.08436098630123046,0.06482919607684678,-0.006632409732492794,-0.009851994710093237,-0.01664064275166033,0.5
CZE,2020,-0.028300292636736613,0.000693612213828243,-0.04584894356589353,0.07064918015315769,0.0177976871403831,0.1265328320124075,0.019039682814595782,0.5
CZE,2021,-0.09681074581088045,0.005261403123043795,0.005187853163304279,0.01488616516050989,0.05775909545691127,-0.07876981967969421,-0.028300292636736613,0.5
DEU,1996,0.021266173309903547,-0.016708052638045645,0.04296540436541019,0.031802672860710146,-0.002955133347086525,-0.014213773430903132,,0.5
DEU,1997,0.004864148707544702,-0.006859520161413557,0.05322885022823254,0.01542858913260936,0.0012942276552510013,-0.010160545909411844,0.021266173309903547,0.5
DEU,1998,-0.10453245148462309,0.007057290979256892,0.003962683422981783,-0.006803373109100619,0.06210848412773773,-0.019085857207419288,0.004864148707544702,0.5
DEU,1999,0.0021254261158278887,0.022046674089780116,0.04356115281679607,0.010417091767882525,-0.015196545414614016,-0.03393496325403689,-0.10453245148462309,0.5
DEU,2000,0.00403464944135723,-0.01338143458729446,0.09354477708818187,0.032630461540561484,0.005892318223226889,-0.002927667779780485,0.0021254261158278887,0.5
DEU,2001,-0.03800927807265131,0.006039958248165278,-0.06908781419585086,0.014654439557413745,0.01999946067093339,-0.012391764472578615,0.00403464944135723,0.5
DEU,2002,-0.03528599028565704,-0.025672814610282813,-0.09746648840805605,0.03208991331500233,0.03746722780498746,-0.0001769338356396588,-0.03800927807265131,0.5
DEU,2003,-0.04012073561953389,-0.014406488750830171,-0.04345897619432204,0.041097082427467235,0.03276378316703188,-0.024723237549147292,-0.03528599028565704,0.5
DEU,2004,-0.027124741451213907,-0.01721338542921591,0.0018481139526533852,0.016545124649276488,0.02611340668392781,-0.010841217498620104,-0.04012073561953389,0.5
DEU,2005,0.032235436984612065,-0.016026553231227147,0.10013183146463422,0.024140575026508237,-0.009491185699127325,-0.011765894721098569,-0.027124741451213907,0.5
DEU,2006,0.03660723756197792,-0.028800039717881254,0.11166720999185653,0.02281311724804347,-0.004594270405533507,-0.026846267740793017,0.032235436984612065,0.5
DEU,2007,0.005321441681844119,-0.013801186623780826,0.06671804754974886,0.012838616089739574,0.004989350751784194,0.015831030846785943,0.03660723756197792,0.5
